insert	id	family	superfamily	suborder	class	problem
FBti0114510	HeT-Tag	HeT-Tag	non-LTR	non-LTR	RNA	0
FBti0114511	HeT-Tag	HeT-Tag	non-LTR	non-LTR	RNA	0
FBti0114512	HeT-Tag	HeT-Tag	non-LTR	non-LTR	RNA	0
FBti0114513	HeT-Tag	HeT-Tag	non-LTR	non-LTR	RNA	0
FBti0114514	HeT-Tag	HeT-Tag	non-LTR	non-LTR	RNA	0
FBti0114515	HeT-Tag	HeT-Tag	non-LTR	non-LTR	RNA	0
FBti0114516	HeT-Tag	HeT-Tag	non-LTR	non-LTR	RNA	0
FBti0114517	HeT-Tag	HeT-Tag	non-LTR	non-LTR	RNA	0
FBti0114518	HeT-Tag	HeT-Tag	non-LTR	non-LTR	RNA	0
FBti0114519	HeT-Tag	HeT-Tag	non-LTR	non-LTR	RNA	0
FBti0114520	HeT-Tag	HeT-Tag	non-LTR	non-LTR	RNA	0
FBti0114521	HeT-Tag	HeT-Tag	non-LTR	non-LTR	RNA	0
FBti0114522	HeT-Tag	HeT-Tag	non-LTR	non-LTR	RNA	0
FBti0019706	Helena	Helena	non-LTR	non-LTR	RNA	0
FBti0019742	Helena	Helena	non-LTR	non-LTR	RNA	0
FBti0019797	Helena	Helena	non-LTR	non-LTR	RNA	0
FBti0019888	Helena	Helena	non-LTR	non-LTR	RNA	0
FBti0020286	Helena	Helena	non-LTR	non-LTR	RNA	0
FBti0020304	Helena	Helena	non-LTR	non-LTR	RNA	0
FBti0020314	Helena	Helena	non-LTR	non-LTR	RNA	0
FBti0061754	Helena	Helena	non-LTR	non-LTR	RNA	0
FBti0062998	Helena	Helena	non-LTR	non-LTR	RNA	0
HEL	Helena	Helena	non-LTR	non-LTR	RNA	0
HELITRON1_DM	Helitron	Helitron	Helitron	Helitron	Helitron	0
FBti0018923	I	I-element	non-LTR	non-LTR	RNA	0
FBti0018924	I	I-element	non-LTR	non-LTR	RNA	0
FBti0018925	I	I-element	non-LTR	non-LTR	RNA	0
FBti0018926	I	I-element	non-LTR	non-LTR	RNA	0
FBti0019048	I	I-element	non-LTR	non-LTR	RNA	0
FBti0019057	I	I-element	non-LTR	non-LTR	RNA	0
FBti0019063	I	I-element	non-LTR	non-LTR	RNA	0
FBti0019095	I	I-element	non-LTR	non-LTR	RNA	0
FBti0019111	I	I-element	non-LTR	non-LTR	RNA	0
FBti0019226	I	I-element	non-LTR	non-LTR	RNA	0
FBti0019351	I	I-element	non-LTR	non-LTR	RNA	0
FBti0019352	I	I-element	non-LTR	non-LTR	RNA	0
FBti0019368	I	I-element	non-LTR	non-LTR	RNA	0
FBti0019442	I	I-element	non-LTR	non-LTR	RNA	0
FBti0019446	I	I-element	non-LTR	non-LTR	RNA	0
FBti0019473	I	I-element	non-LTR	non-LTR	RNA	0
FBti0019476	I	I-element	non-LTR	non-LTR	RNA	0
FBti0019537	I	I-element	non-LTR	non-LTR	RNA	0
FBti0019581	I	I-element	non-LTR	non-LTR	RNA	0
FBti0019631	I	I-element	non-LTR	non-LTR	RNA	0
FBti0019660	I	I-element	non-LTR	non-LTR	RNA	0
FBti0020040	I	I-element	non-LTR	non-LTR	RNA	0
FBti0020071	I	I-element	non-LTR	non-LTR	RNA	0
FBti0020189	I	I-element	non-LTR	non-LTR	RNA	0
FBti0059728	I	I-element	non-LTR	non-LTR	RNA	0
FBti0059738	I	I-element	non-LTR	non-LTR	RNA	0
FBti0060173	I	I-element	non-LTR	non-LTR	RNA	0
FBti0060392	I	I-element	non-LTR	non-LTR	RNA	0
FBti0060893	I	I-element	non-LTR	non-LTR	RNA	0
FBti0060941	I	I-element	non-LTR	non-LTR	RNA	0
FBti0061182	I	I-element	non-LTR	non-LTR	RNA	0
FBti0061183	I	I-element	non-LTR	non-LTR	RNA	0
FBti0061186	I	I-element	non-LTR	non-LTR	RNA	0
FBti0062964	I	I-element	non-LTR	non-LTR	RNA	0
FBti0062994	I	I-element	non-LTR	non-LTR	RNA	0
FBti0063263	I	I-element	non-LTR	non-LTR	RNA	0
FBti0063797	I	I-element	non-LTR	non-LTR	RNA	0
FBti0064116	I	I-element	non-LTR	non-LTR	RNA	0
DMIFACA	I-element	I-element	non-LTR	non-LTR	RNA	0
FBti0059641	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059661	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059783	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059784	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059785	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059786	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059787	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059789	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059802	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059804	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059805	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059807	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059809	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059810	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059811	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059812	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059813	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059814	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059815	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059816	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059817	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059818	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059819	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059821	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059824	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059825	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059826	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059827	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059832	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059835	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059844	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059847	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059850	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059853	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059855	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059857	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059876	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059877	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059879	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059891	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059899	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059901	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059903	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059914	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059925	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059926	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059942	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059943	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059944	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059945	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059948	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059949	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059950	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059951	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059952	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059953	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059954	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059955	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059956	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059957	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059958	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059959	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059960	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059961	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059962	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059963	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059964	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059965	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059966	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059967	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059968	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059969	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059977	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059978	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059980	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059981	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059982	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059984	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059985	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059987	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059988	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059990	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059991	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059996	INE-1	INE-1	TIR	TIR	DNA	0
FBti0059999	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060000	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060001	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060002	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060003	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060004	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060005	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060006	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060007	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060009	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060010	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060014	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060016	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060017	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060018	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060019	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060020	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060021	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060033	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060035	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060036	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060037	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060038	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060039	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060040	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060041	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060042	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060043	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060045	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060047	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060048	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060060	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060061	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060062	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060063	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060065	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060066	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060076	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060082	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060089	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060090	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060096	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060098	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060099	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060101	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060102	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060105	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060112	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060114	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060117	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060119	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060120	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060122	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060123	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060124	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060125	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060127	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060128	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060129	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060130	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060132	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060134	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060135	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060137	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060138	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060139	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060140	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060141	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060142	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060143	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060144	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060147	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060148	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060150	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060151	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060152	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060153	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060157	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060165	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060166	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060167	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060168	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060169	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060176	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060177	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060178	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060184	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060186	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060188	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060189	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060191	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060192	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060193	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060194	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060195	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060196	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060206	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060208	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060209	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060210	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060211	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060212	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060213	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060215	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060216	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060222	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060223	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060224	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060225	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060226	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060227	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060228	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060230	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060231	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060232	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060234	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060240	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060242	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060243	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060245	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060249	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060257	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060264	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060266	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060268	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060269	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060270	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060271	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060273	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060278	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060281	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060283	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060284	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060285	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060286	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060287	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060288	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060290	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060291	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060293	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060294	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060296	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060297	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060299	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060300	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060301	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060303	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060304	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060305	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060308	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060310	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060314	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060316	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060317	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060318	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060320	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060321	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060322	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060323	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060324	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060329	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060331	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060332	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060333	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060334	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060335	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060336	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060338	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060343	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060344	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060346	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060350	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060351	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060352	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060353	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060354	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060355	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060369	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060370	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060371	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060372	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060374	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060375	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060376	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060377	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060379	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060380	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060382	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060383	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060384	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060385	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060386	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060393	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060394	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060395	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060397	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060398	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060399	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060401	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060403	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060405	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060407	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060408	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060409	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060410	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060411	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060412	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060417	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060421	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060422	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060426	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060447	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060455	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060456	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060466	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060490	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060493	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060494	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060495	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060496	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060497	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060498	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060500	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060502	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060505	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060509	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060510	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060511	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060512	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060513	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060514	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060515	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060518	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060519	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060522	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060523	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060524	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060525	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060526	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060527	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060528	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060529	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060530	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060531	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060532	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060533	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060535	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060537	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060538	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060539	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060541	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060542	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060543	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060544	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060546	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060557	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060558	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060559	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060560	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060561	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060585	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060609	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060610	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060611	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060612	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060650	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060651	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060652	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060654	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060655	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060656	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060657	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060659	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060673	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060674	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060675	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060676	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060678	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060680	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060683	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060685	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060687	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060698	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060699	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060700	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060701	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060702	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060732	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060733	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060740	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060741	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060742	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060743	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060744	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060746	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060753	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060754	INE-1	INE-1	TIR	TIR	DNA	0
FBti0060755	INE-1	INE-1	TIR	TIR	DNA	0
